Title,Info,tel,Company1
Meridji Transit,"Ancienne Gare Route du Port,Mostaganem,A...",045 30 83 78 / 0661 24 61 82,transitmeridji.mosta@gmail.com
Transit Ann,"117, rue Didouche Mourad .Alger Centre,A...",021 64 66 66,
Noui Travel Agency,"Lot 306 B, Rue Belarabi. Baraki,Alger,Al...",023 91 47 14 / 0550 44 94 75 / 0661 45 93 76 / 0772 90 44 99 / 0560 06 81 57,nouitravel@gmail.com
Souilah Transit,"3, rue Brahim Maiza,Skikda,Algérie",038 75 40 53 / 0661 71 66 95,transitsouilah@hotmail.com
Relopack International Déménagement,"Cité Gué de Constantine, 390 log B21 n°0...",0550 40 38 42 / 0550 40 38 43,sidaliosmani@yahoo.com
Boudieb Transit,"13, rue Marie Therese. Cité Amir,Oran,Al...",041 33 84 51 / 0555 05 40 42,stboudieb@gmail.com
Habibou Transit,"32, rue Mustapha Allouche. Bab El Oued,A...",023 17 37 22 / 0560 99 18 72,samir_tr16@yahoo.fr
Mazafran Transit,"124 lot. 2B.Birtouta,Alger,Algérie",0661 81 05 89,transitmazafran@yahoo.fr
Goumeziane Transit,"56, rue Hassiba Ben Bouali. Alger Centre...",021 72 67 11 / 0661 66 18 23,trans_gou@yahoo.fr
GELNAR Travel,"Cooperative Immo, Ennour n°24 Lot 3, Bat...",023 43 28 80 / 0550 93 94 40 / 0554 85 94 65 / 0560 53 94 36 / 0560 41 52 05,gelnar.travel@gmail.com
Universal Transit / Skikda,"Direction Régionale Est,Skikda,Algérie",038 75 53 98,contact.est@universal-transit.com
Universal Transit / Oran,"07,BD BIAR TABAROU,2,G, Rue Mohamed Khem...",041 36 23 39 / 041 85 21 95,contact.ouest@universal-transit.com
ITHRI Tourisme et Voyages,"Cité Badr, Route National n°19, Kouba,Al...",0560 90 53 29 / 0560 90 52 53 / 0673 82 47 70,ithrivoyages16@gmail.com
El Fakhama Voyages / Alger,"29, Djenane Benomar (en face marché), Ko...",023 78 91 91 / 0561 11 49 58,info@elfakhama-voyages.com
Anouar El Sabah Tourisme et Voyage,"Centre Ville, Derrière Hotel Beni Hamad,...",035 73 47 73 / 0770 83 73 44 / 0770 83 71 20 / 035 73 47 73 / 0770 83 74 25 / 0770 83 74 28,tourisme@anouarelsabah.net
ONAT / Office National Algérien du Touri...,"22, Rue Ouahouah Madani,Oran,Algérie",041 40 69 21 / 0655 51 88 45,onatoranb@yahoo.fr
ONAT / Office National Algérien du Touri...,"2, Bd Colonel Amirouche, Arzew,Oran,Algé...",041 79 20 15 / 0655 51 72 75,onat_arzew@yahoo.fr
ONAT / Office National Algerien du Touri...,"Bd Mohamed Khemisti,Relizane,Algérie",046 72 37 09 / 0655 51 82 37,onat_relizane@yahoo.fr
ONAT / Office National Algérien du Touri...,"La route Hammadia ,Wilaya de Tissemsilt,...",0655 51 77 82,onat.tissemssilt@yahoo.fr
ONAT / Office National Algérien du Touri...,"Rue du stade,Tipaza,Algérie",024 37 72 53 / 0655 51 51 79,onattipaza@yahoo.com
ONAT / Office National Algérien du Touri...,"1, Rue Tarek Ibn Ziad,Annaba,Algérie",0655 51 69 84 / 0555 01 59 85,agenceannaba@onat.dz
ONAT / Office National Algérien du Touri...,"30, Rue Emir Abdelkader,Khenchela,Algéri...",032 71 87 19 / 0655 51 86 63,onat_khenchela@yahoo.fr
ONAT / Office National Algérien du Touri...,"14, Allée Ben Boulaid,Batna,Algérie",033 80 43 45 / 0655 51 85 34,agencebatna@onat.dz
ONAT / Office National Algérien du Touri...,"Bd Mohamed Khemisti,El Oued,Algérie",0555 01 59 95 / 0651 51 72 50,agenceeloued@onat.dz
ONAT / Office National Algérien du Touri...,"2, rue Emir Abdelkader,Ghardaia,Algérie",029 28 71 74 / 0655 51 80 59,gsidiamar@hotmail.com
ONAT / Office National Algérien du Touri...,"Avenue du 1er Novembre,Adrar,Algérie",049 30 03 43 / 0655 51 72 09,Onat_timimoun@yahoo.com
ONAT / Office National Algérien du Touri...,"11 cité 457 logements (Zone Bleu),Bechar...",049 20 69 53 / 0655 51 74 36,onat_bechar@yahoo.fr
TEMOULGA Tourisme et Voyage,"Rue Mohamed Khemisti, El Attaf,Ain Defla...",0555 92 80 00 / 0558 85 08 01 / 0773 22 58 90 / 0771 64 53 31,temoulga.voyages@gmail.com
ONAT / Office National Algérien du Touri...,"25, rue Khelifa Boukhalfa,Alger,Algérie",021 74 33 03 / 0655 51 80 86,onatkb@yahoo.fr
ALSAQUIFA Travel Services,"16, Rue Aaouati Mustapha,Constantine,Alg...",031 92 24 97 / 031 92 24 98 / 0561 87 24 07 / 0560 92 01 93,sts.travel@hotmail.com
ONAT / Office National Algérien du Touri...,"5, Bd Ben-Boulaid,Alger,Algérie",021 73 67 78 / 0655 51 83 54,bb@hotmail.com
ONAT / Office National Algérien du Touri...,"126 Bis A, Rue Didouche Mourad,Alger,Alg...",021 64 09 00,contact@onat.dz
Rodina Hôtel *****,"47, boulevard de l'ANP. Les Palmiers,Ora...",041 13 71 44,reservation@rodinahotel.com
Ifriquia Tourisme,"03, rue de la Mecque,Sidi Bel Abbès,Alg...",048 74 37 87 / 048 74 13 24 / 0540 20 85 16 / 0561 41 44 83,ifriquia.tkt@gmail.com
El Mrinia Travel Services,"23, rue Larbi Tebessi,Relizane,Algérie",046 72 34 04 / 0666 14 86 54,elmrinia.travel@hotmail.com
Dida Voyages & Tourisme / El Tarf,"Cité Ladaci Rabah,El Tarf,Algérie",038 30 02 21 / 0560 93 43 68,info@dida-voyages.com
Dadi Tours,"AADL, Cité Zarhouni Mokhtar Bt 8A. Les B...",021 89 74 07 / 0555 99 11 24,daditours16@gmail.com
Tour à Tour,"Résidence les Cascades, bloc D, Ravin Bl...",044 65 41 35 / 0661 20 88 86,touratourvoyages@gmail.com
Palladium Holiday,Lot N°14 Coopérative Immobiliére Asma. B...,021 44 83 23 / 021 44 81 61 / 0661 58 56 89 / 0549 77 86 91,holiday@chinapalladium.com
El Jouri Travel,"Rue de Figuiers,Relizane,Algérie",046 71 58 22 / 0782 29 81 45 / 0554 32 40 72,eljouri.travels@gmail.com
Atlantis Djalab ****,"Plage Sassel.Ouled Boudjamaa,Ain Temouch...",0661 15 44 15 / 0698 36 47 79 / 0698 34 50 53,reservation@hotelatlantis-djalab.com
Sheraton Annaba Hôtel,"Boulevard Victor Hugo,Annaba,Algérie",038 45 20 00 / 0560 92 65 19,infos.annaba@sheratonhotels.com
123 Booking Pro,"4, bis rue Ait Boudjemaa,Alger,Algérie,1...",0798 22 07 23,info@123booking.pro
BALEARIA,"Cours de la Culture, 18, Route d'Oran,Or...",045 30 00 71 / 045 30 00 72 / 045 30 00 73 / 045 30 00 70,m.momene@mostaibericalines.com
Le Zénith Hôtel Oran ****,"Rond pont El Bahia, 199 bis, avenue Sidi...",041 82 14 19 / 041 82 14 55 / 0770 59 29 68 / 0770 59 29 38,dg@hotel-lezenith.com
Nasria Tourisme et Voyage,"05, rue Mohamed Messaoudi.Vieux Kouba,Al...",021 28 68 48 / 0552 64 99 96 / 0560 40 04 22,nasria-kouba@outlook.com
Basbas Travel,"16, avenue Ouled kablia Saliha Gambetta,...",041 83 45 05 / 0771 57 99 01,basbas.travel@gmail.com
Contrat de Voyage,"Avenue Amara Youcef n°89.Blida,Blida,Alg...",025 32 61 83 / 0674 25 14 67 / 0540 92 96 00,djamalalilahmar@gmail.com
Hôtel Benhamed Khaled,"Boulevard des Lions, section 05, lot n°4...",041 66 63 63 / 0555 51 28 02,reservation@vent-domekhaled.com
NARMER,Rue Saidi Ahmed n°179.Bordj El Kiffan.Li...,023 97 45 86 / 0553 41 70 49 / 0793 80 60 80,comercial@voyagedz.com
Maestro Voyages,Centre Commercial & loisir. City Center....,023 80 90 04 / 0553 84 00 25 / 0541 84 67 66,info@maestrovoyages.net
Agence de Voyage Mahfoud,"16, rue des frères Hadjel",0661 25 86 59 / 0771 45 43 11,khodjaabdou@yahoo.fr
Karafa Travel,"Boulevard Kabli Ismail.Hadjout,Tipaza,Al...",024 39 74 53 / 024 39 74 52 / 0672 59 57 87 / 0541 38 99 66,travel.karafa@gmail.com
Almar Voyages,"10, bd Emir Abdelkader,Oran,Algérie",041 36 19 82 / 0542 00 50 31 / 0560 20 02 16 / 0781 49 23 84,almarvoyages@gmail.com
Hotelo Voyage,"53, rue les frères Abdeslami.Vieux Kouba...",0551 84 85 68 / 0556 30 41 00 / 0551 84 85 60,hotelovoyage@gmail.com
DEFICAR,"Hôtel Hyatt Regency, nouvel Aéroport d’A...",0770 75 67 54 / 0560 03 64 42,info@deficar.com
Le Rocher Noir Construction,"Ine, lot n°5, section 7. Îlot de Proprié...",024 79 02 13 / 0554 99 65 75,sarl.rochernoir@hotmail.fr
Amerasia Travel,"5, rue Rouag Tahar . Hydra,Alger,Algérie",021 60 83 16 / 0555 41 14 44 / 0555 42 75 82,contact@amerasiatravel-dz.com
Ancolie Tours,"Cité 2068, bt 31 B, local 11. Bab Ezzoua...",023 93 80 94 / 0552 24 82 79,ancolietours@hotmail.com
Flexi Trip,"13, rue Ahmed Aoun .El Harrach",0540 57 20 85 / 0540 56 98 62 / 0558 71 34 50,info@flexitrip.net
Loujassil Travel,"146, bd Mohamed Khemisti . El Malah,Ain...",043 75 64 38 / 0560 39 58 07,loujassil.travel@gmail.com
Phenicia Tour,"11, bd Djaoudi Abderrahmane,Oran,Algérie",041 36 14 81 / 0549 84 14 71,pheniciatour@hotmail.com
Charmat Tour,"6, chemins des Crêtes AADL. Mazagran,Mo...",045 36 51 75 / 0796 29 83 05 / 0549 39 95 45,ch-tours@hotmail.com
Les Zibans tourisme,"1, rue Arbadji Salah. Cheraga",0555 84 19 78,contact@leszibans.com
Ncc Environnement,"Cité Ali Amrane 4, lot 3. Bordj El Kiffa...",0661 80 36 74 / 0655 58 16 78 / 0699 87 50 59,contact@ncc-dz.com
Limo Voyages,"31, chemin Said Hamdine, lot Zoubir. Bir...",0549 99 88 68 / 0771 27 11 19,limovoyages16@gmail.com
KRL Voyages,"4, cité 20 Aout 1955. Dar El Beida,Alger...",021 75 43 60 / 0661 30 90 24 / 0558 10 98 27,krl.voyages@gmail.com
ROUTAMA,"54, cité Boushaki, section 1. Bab Ezzoua...",0553 17 66 40 / 0549 86 87 93,routama01@gmail.com
Amaguise Voyages,"Cité des 1200 logts RES, El Bahdja , bt...",023 92 47 98 / 023 92 47 97,travel.amaguis@gmail.com
Indjaren Voyage,"Quartier Tinkhatma. Djanet,Illizi,Algéri...",0669 67 68 81 / 0661 38 96 07,
Affreville Voyage,"44, Colonel Bouguerra. Khemis Miliana,Ai...",027 56 16 10 / 0560 99 99 70 / 0560 99 99 40,affrevillevoyage@hotmail.com
Réference Voyage,"10, rue Chahat Bais Said. Dar El Beida,A...",023 81 11 73 / 0559 18 01 82,referencevoyages1@gmail.com
Tehodaine Voyages,"Bp 156,Illizi,Algérie",029 41 50 71 / 0664 03 23 75,safi.lamini@live.fr
Batna Voyages,"14, rue de l'Independance, immeuble Grif...",033 80 60 60 / 0550 30 04 20,batnavoyages@gmail.com
Elaqsa Voyages,Villa 30.Cité des 297 logts. Dergana Bor...,023 94 09 05 / 0555 89 06 30,elaqsa.voyages@gmail.com
Aniss Voyage,"21, rue Lamara Abdelkader,Annaba,Algérie",0699 41 53 66,aliouaahmedaniss@gmail.com
DTS Voyage,"08, cité Belaid Belkacem Fakharine,Annab...",0661 86 36 19 / 0798 87 63 01,
Berbara Voyage,"34, rue Ahmed Magherbi,Alger,Algérie",025 23 12 97 / 0656 46 50 55,berbaratourisme@gmail.com
Safari Voyages / Setif,"Cité 140 lgts MGH, Boulevard des entrepr...",036 51 13 11 / 0550 08 84 37 / 0661 99 99 88,safari.algeria@gmail.com
Bouguirat Voyages,"Rue de la Poste . Bouguirat,Mostaganem,A...",045 48 45 00 / 0663 44 70 98 / 0771 55 56 14,bouguiratvoyage@gmail.com
Amenis Voyages,Centre Commercial Zemzem. Sidi Yahia. Sa...,0777 53 21 83 / 0542 35 00 22,amenisvoyages@gmail.com
Imachouene Voyages,"Rue Imachouene,Tamanrasset,Algérie",029 32 67 63 / 0663 24 88 77,imachouenevoyages@live.fr
Afnene Voyages,"Rue Haddad Abdelkader, zone 8,Mascara,Al...",0552 92 39 33 / 0770 15 06 90,afnene.voyages@gmail.com
Atri Voyages,"Cité Aghoum. Djanet. Bp 64,Illizi,Algéri...",029 48 90 24 / 0669 24 42 21 / 0775 60 03 12,atri_tennere@yahoo.fr
Alrakim Voyage,"Rue Benaissa Dahmen,Djelfa,Algérie",0673 11 45 11,alrakimtourisme@gmail.com
Seybouse Voyages,"Cité 20 Août, bt 15, bloc 14 L 22.El Had...",038 49 34 40 / 0776 35 19 10 / 0551 44 26 41,seybouse_voyages@yahoo.fr
Alfa Voyages,"Residence Sahraoui. Oued Romane,Alger,Al...",0557 09 25 44 / 0552 40 08 58 / 0552 64 71 89,astravelsalah@outlook.com
MCN / de la Carbonate de Calcium,"Cité de la paix, étage 2, local 10,Tebes...",037 55 56 91 / 0557 49 42 88,sarl.mcn2020@gmail.com
Parfum du Monde Travel,"235, cité sisi Hacene, local B.Chéraga R...",023 36 00 49 / 0770 25 90 10 / 0773 08 15 26 / 0555 22 50 82 / 0671 46 80 03,parfumsdumonde@gmail.com
Soft Loca,"Allaghane Commune Tazmalt,Bejaia,Algérie",0770 69 46 73,contact@softloca.com
Complexe Hotelier El Aziz,"Sortie Sud, Section 43,n°1.Theniet El Ha...",046 58 51 51,hotel.elaziz38@gmail.com
Almar Lines,"10 et 15, Boulvard Emir Abdelkader,Hôtel...",041 36 19 82 / 0560 20 02 15 / 0560 20 02 16,info@almarlines.com
Oucief Mounir,190 lots Boumehrane El Milia,0661 33 29 97,enginsjijel@yahoo.fr
AL ARIDJ,"Route de Blida, Birtouta,Alger,Algérie",0770 32 41 43 / 0770 32 41 44,k.djabi@alaridjgroup.com
Hotel Bournane,"BP 83, Sersouf,Tamanrasset,Algérie",029 30 20 53 / 029 30 25 25,info@hotel-bournane.com
Hotel Europe (OASIS),"32, Rue Mouloud Belhouchet, Hussein Dey,...",021 77 04 04 / 021 77 05 05 / 021 77 05 06,groupecherif@hotmail.com
Hotel Lalla Doudja,"25, lotissement Said Hamdine, Hydra,Alge...",021 54 83 88 / 021 54 83 49 / 0560 19 57 62,reservation@hotel-lalla-doudja.com
Hotel Tadj El Maouada,"15, Rue Haffad Abdelmadjid,Setif,Algérie",036 45 33 33 / 036 45 33 88,reservation@hoteltadj.com
Hotel Tarouansaid Abdelfateh,"Cité Ideraken, Timezrit,Bejaia,Algérie",0540 77 87 82,hoteltarouansaid@gmail.com
Lardjam Bouzid,"Cité Frère Ben Bou Battra. Dar El Beida,...",023 81 39 14 / 0550 58 04 33 / 0770 74 04 66,lardjam-bouzid@gmail.com
ESP Entreprise,"Cité Tazigraret Ouargla,Ouargla,Algérie,...",0661 27 27 38,esp.logistique@gmail.com
Flash tours,"1er Etage.28, Bd Emir Abdelkader.,Annaba...",038 45 91 09 / 0560 90 49 38 / 0560 90 48 15 / 0662 11 01 49,flash_tourisme@yahoo.fr
Magic Tours,"23, avenue Malika Gaid. Scala. El Biar,A...",023 38 83 08 / 0550 47 50 35,info@magictours-dz.com
Heaven Tours,"20, centre Commercial. Bab Djazair,Blida...",025 21 54 53 / 0773 04 93 07 / 0560 64 79 76,heaventourcontact@gmail.com
Air Algerie Catering,Zone technique.Aeroport Houari Boumedien...,0661 91 82 72,commerciale.cat@airalgerie.dz
The Best Movers,66 Avenue Mabrouk Belahcene. Rais Hamido...,0770 97 65 78 / 0770 97 65 81 / 0549 94 39 90,thebestmovers.int@gmail.com
Dallah Voyage,"04, bd Che Guevara,Alger,Algérie",023 88 44 41 / 0550 73 90 50,mebdoua.yahia@gmail.com
Sweet Hotel,"1, Rue Adel Noureddine, Rouiba,Alger,Alg...",023 85 44 44 / 0699 45 71 43,sweethotel.dz@gmail.com
Hana Hotel,"7, Avenue Cheikh Bouamama, El Harrach,Al...",021 83 28 86 / 021 83 28 80 / 021 83 28 87 / 021 83 28 88,hana-hotel@hotmail.com
BEN TOURS,"Lo F 22 .Draria,Alger,Algérie,16050",023 26 89 83 / 0556 14 55 06,bentours16@gmail.com
Foodissem Catering,"P24, Bat H, n°51 et 52. Salamandre,Mosta...",0560 91 58 04 / 0560 91 70 81,contact@foodissem.com
Romania Traiteur,"117, Rue Sidi Mbarek, Oued Romane,El Ach...",023 30 02 37 / 0560 22 34 67,latif_mezzi@yahoo.fr
TLA Services,"Rue Moulahem local, n°06, rez Chaussee ....",021 49 34 10 / 0561 69 97 01,direct@tlas-dz.com
Faouz Al Rehal Tour / Djellal Ali Nail,"21, rue Mohamed Beldjillali.Chéraga,Alge...",023 22 48 21 / 0553 93 87 66 / 0669 83 90 78,elfouzesyaha@yahoo.com
Eden Travel Voyage,"Cité 2038/1408/ 210 logement EPLF Bt 25,...",021 20 83 35 / 0540 50 50 19,edenvoyages@hotmail.com
Som Services,"01, nord Africain.Bouzareaha,Alger,Algér...",023 23 32 38 / 0556 71 66 05,somservices.dz@gmail.com
Chourafa Trading,"Hai Mahieddine, route de Maftah.Chraaba....",026 79 36 46 / 0781 32 45 03,groupe-bounadi@hotmail.com
Dal Travels,"Cité 268 logts Les Bananiers, local13, b...",023 79 66 73 / 0776 60 49 69,dat_travals@hotmail.com
Salmi Abderrahim,"Cité Bechara commune El Maadid,M'sila,Al...",0775 33 32 39,
Andalous Hotel,"42 Bd Mellah Ali Plateau St-Michel,Oran,...",041 30 21 15 / 0557 33 40 37,
Medina Hotel,"25, Rue de Tlemcen,Oran,Algérie",041 21 97 25 / 041 21 97 28 / 041 21 79 29,medinahotel31@yahoo.fr
Mira Hotel,"6, Bd Abderrahmane Mira, Place Zeddour B...",0698 91 14 14,hotelmira@hotmail.com
Continental Hotel,"16, Bd De La Soummam,Oran,Algérie",041 29 55 30 / 0555 99 08 95,hotelcontinental@hotmail.fr
Reghassia Abdelhafid,"Rue 24 Avril, n°3.Rouiba",0542 24 22 03 / 0697 41 81 09,cm.pris.roui@outlouk.fr
Nehairia Hotel,"3, Avenue Des Jardins, Arzew,Oran,Algéri...",041 79 27 24 / 0661 57 34 46,hotelnehariarzew@yahoo.fr
OE Shipping Lines,Lotissement Ain Soltane N°08 Les Vergers...,023 53 45 22 / 0560 77 40 80,wdjeghri@alg.oelines.com
Khalid Hôtel,"21, Rue Achour Md Tabet (ex marcel cerda...",041 33 26 28 / 0657 07 01 82,contact.khalidhotel@gmail.com
Jagebu Service Company,"Route Air Port frères Berabah, n°3.Dar E...",0661 60 79 41 / 0661 67 06 16,jagebuservices@gmail.com
Rhoufi Hôtel,"62, Bd Houha Md, Cité Madina Djadida,Ora...",041 21 54 23 / 0770 10 70 19,hotel_rhoufi@hotmail.fr
Tassili Hotel,"2, Avenue Des Jardins Arzew,Oran,Algérie",041 79 10 88 / 0672 77 74 68,tassilihotel@gmail.com
Zatir Hôtel,"10, Bis Mohamed Khmisti, Ain Turk,Oran,A...",041 10 90 03 / 0561 65 69 45 / 0668 41 82 30,
Monaco Hôtel,"1, Bd De La Republique, Ain Turk,Oran,Al...",041 10 99 22 / 0561 77 47 40 / 0798 63 57 02,
Torky Hôtel,"3, Rue Carnot Paradis Plage, Ain Turk,Or...",041 44 70 03 / 0770 50 39 37,benchoubane_kamel@hotmail.fr
El Yamama Hôtel,"19, Route Nationale Trouville B39 Colone...",041 10 13 36 / 041 10 13 45 / 0661 25 05 15,
Oceanic Trans International Services,"Résidence Sahraoui, les Deux Bassins. El...",021 94 85 92 / 0770 71 71 21,formation@oceanic-dz.com
Transit Meliatrans,"Oran,Algérie,03, rue Gherras Bouazza, im...",041 56 37 38 / 0661 21 42 31,meliatrans@yahoo.fr
Star Oasis int Catering,"Alger,Algérie,Centre commerial El Ansar,...",0550 92 62 59,staroasisint.dz@gmail.com
VERITA Traiteur,"Alger,Algérie,Cité militaire villa n° 32...",0559 39 92 96,r.bouchenaki@gmail.com
SOMETRA / Société Méditerranéenne de Tra...,"Alger,Algérie,42, rue de l'oasis .El Moh...",023 75 17 80,Contact@sometral.com
LARAB Services,"Alger,Algérie,305 parc Ben Omar. Kouba",0661 66 77 72,horizonlocation@yahoo.com
Laribi Nacim Rent Car,"Alger,Algérie,Cité El Mansoura, lot Pasc...",0550 99 07 00,nacimlaribi@icloud.com
Vriesea Voyages Algerie,"Alger,Algérie,Villa n°20.Gue de Constant...",021 83 89 52,vriesea.voyages@gmail.com
Nautilus Voyage,"Alger,Algérie,44, rue Abdelkader Ziar.Bo...",0553 31 24 59,nautilusvoyages@gmail.com
Getaway Travel Agency,"Alger,Algérie,181chemin des Crêtes.Drari...",023 33 01 92,getawaytravel@hotmail.com
Dine Tourisme et Voyage,"El Tarf,Algérie,Station Dine. Ain Assel,...",0666 94 04 83,
Azaghi Travel,"Biskra,Algérie,Avenue Hocine Sadam, cité...",033 53 11 41,
Enamere Voyages,"Tamanrasset,Algérie,Bp n° 542,11000",,info@emanerevoyages.com
ERG REG,Cité Ksar El Fougani. Bp 62 .11000,0661 64 91 17,salahtam1@yahoo.fr
Menani Tourisme,"Biskra,Algérie,01, rue Boucetta Mohamed...",0555 02 26 27,
Abalema Voyages,"Tamanrasset,Algérie,Centre ville. BP n°...",029 34 33 53 / 029 34 21 59,
GTS / Genuine Travel Services,"Alger,Algérie,Cité 2038 lgts Bt 31 n°450...",,
Kenzi Travel,"Guelma,Algérie,Boulevared 19 Juin, local...",037 11 44 44,
Air Plus Tourisme,"Tizi Ouzou,Algérie,24, rue des frères Si...",026 20 21 74,
TNR Tours,"Alger,Algérie,Cité 1602 logements Zarhou...",021 89 74 38,
Fancyellow Travel Services,"Alger,Algérie,11, coopérative El Ilme Dj...",023 29 09 59 / 0542 84 06 82 / 0776 92 45 63,
Kherdja Voyage & Tourisme,"Alger,Algérie,Cité 2068 logements Smail...",023 94 94 49 03,
Megress Voyages & Events,"Setif,Algérie,MGHU Rue, n° 02 Bt 04 n° 2...",036 51 11 00,
Kibab Travel,"El Oued,Algérie,Cité 400 logements,39000",0799 01 15 47,
OPPIDUM,"Ain Defla,Algérie,3, Rue Ben Chaabane",027 60 50 11,
GT Travel,"Alger,Algérie,186, Boulevard Colonel Bou...",021 37 94 81,
Oulhaca Voyages,"Ain Temouchent,Algérie,16, rue de la Gar...",043 74 45 42,
ALLTOUM Tourisme et Voyages,"Biskra,Algérie,01, Zighoud Mohamed (hai...",0555 05 45 40,
Amadghor Voyages,"Tamanrasset,Algérie,Soro Lamaalmine. Bp...",029 34 58 76,
SGIH / Société de Gestion Immobilière et...,"Bejaia,Algérie,Hotel Du Nord, bd colonel...",034 12 85 85,
Florence Voyage,"Alger,Algérie,51 boulvard, Mohamed 5. Al...",021 64 52 37,
Vit Voyages,"Cité Ali Besbes avenue B, n°03, rue Ben...",0540 72 01 89,vitvoyages@gmail.com
SNTF / Société Nationale des Transports...,"21;23 Boulevard Mohammed V, Alger Centre...",,
Gazelle,Zone industrielle Ouled Ali Khemis El Kh...,0770 74 95 16 / 0770 74 95 17 / 0770 74 95 18,direction@groupe-gazelle.com
Hôtel Bournissa,Impasse de 19 mars .Rouiba,0560 94 25 43,contact@hotelbournissa.com
TVA / Touring Voyages Algérie,"30, Rue Hassen Benaamane-Les Vergers Bir...",0561 87 67 41,
EGT Sidi Fredj,Sidi Fredj- Commune de Staoueli,,direction.generale@egt-sidifredj.dz
New Beach,Route des Andalouses. El Ancor,0555 03 27 18,reception.newbeach@yahoo.com
INTRAMAR / International Transit Maritim...,"19, avenue Larbi Tebessi.Bp 1833 (M'Naou...",0555 03 35 56,
PSD / Project's Supply & Delivery,"Zone Industrielle .Bp 446, stade communa...",0661 73 00 07 / 0660 36 63 40 / 0661 73 70 98,
Ben Moussa Hakim / Trans Bens,"Zone de dépôt , Skikda",0550 52 80 41,
Transmer,"122, Rue Didouche Mourad. Alger Centre",0550 96 24 51 / 0550 09 19 79,info@transmer-dz.com
Felicita Tours,"08, rue Aissat Idir. Chéraga",,
Hôtel Essalem / Mila,Cité des 500 logements . Mila,,
Hôtel Liberte Express,Zone des sieges USTO,,
Hôtel Azeffoun Beach,Route nationale n°24. Azeffoun.Tizi Ouzo...,,
Boudeious Service et Logistique,Cité Boumehrane El Milia,0661 33 29 97,sarlboudeious@gmail.com
Best Fly,"5 Coop. Ennadjah ,GPE G10 .Kouba",0551 04 02 09 / 0558 68 63 76,bestflydz@gmail.com
SCF / Shipping Consulting & Freight,"Cité Hachemi, rue Osmani Abdelkader 136...",0770 82 82 83 / 0555 24 27 01 / 0541 22 84 14 / 0553 45 20 12,contact@scf-algeria.com / commercial@scf-algeria.com / rania.rahim@scf-algeria.com
SARL NORTH AFRICA INTERNATIONAL REMOVAL,"Rue Ibrahim Hocine, Hussein Dey, Alger,...",+213 554 50 34 93,manager-algeria@agsmovers.com
Habiballah Voyages,"32, rue Aroumia Draoua",0551 39 35 15,tourismehabib@yahoo.fr
